CommonName,PublishedSortOrder,BioDataTaxonName,HybridFlag,BenchTaxonName,BenchTaxonReferenceCode,ITIS_TSN,ITIS_MatchCode,PublishedTaxonNameLevel,PublishedTaxonName,PublishedTaxonNameAuthority,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subspecies,TaxonVersionNumber
hog suckers,1000466,Hypentelium,N,Hypentelium,"",163948,exact match,Genus,Hypentelium,"Rafinesque, 1818","Hypentelium Rafinesque, 1818",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Hypentelium,"","",5.5
Alabama hog sucker,1000467,Hypentelium etowanum,N,Hypentelium etowanum,"",163950,exact match,Species,Hypentelium etowanum,"(Jordan, 1877)","Hypentelium etowanum (Jordan, 1877)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Hypentelium,Hypentelium etowanum,"",5.5
northern hog sucker,1000468,Hypentelium nigricans,N,Hypentelium nigricans,"",163949,exact match,Species,Hypentelium nigricans,"(Lesueur, 1817)","Hypentelium nigricans (Lesueur, 1817)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Hypentelium,Hypentelium nigricans,"",5.5
spotted suckers,1000470,Minytrema,N,Minytrema,"",163958,exact match,Genus,Minytrema,"Jordan, 1878","Minytrema Jordan, 1878",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Minytrema,"","",5.5
spotted sucker,1000471,Minytrema melanops,N,Minytrema melanops,"",163959,exact match,Species,Minytrema melanops,"(Rafinesque, 1820)","Minytrema melanops (Rafinesque, 1820)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Minytrema,Minytrema melanops,"",5.5
redhorses,1000472,Moxostoma,N,Moxostoma,"",163927,exact match,Genus,Moxostoma,"Rafinesque, 1820","Moxostoma Rafinesque, 1820",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,"","",5.5
silver redhorse,1000473,Moxostoma anisurum,N,Moxostoma anisurum,"",163933,exact match,Species,Moxostoma anisurum,"(Rafinesque, 1820)","Moxostoma anisurum (Rafinesque, 1820)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,Moxostoma anisurum,"",5.5
river redhorse,1000475,Moxostoma carinatum,N,Moxostoma carinatum,"",163936,exact match,Species,Moxostoma carinatum,"(Cope, 1870)","Moxostoma carinatum (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,Moxostoma carinatum,"",5.5
black jumprock,1000476,Moxostoma cervinum,N,Moxostoma cervinum,"",163937,exact match,Species,Moxostoma cervinum,"(Cope, 1868)","Moxostoma cervinum (Cope, 1868)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,Moxostoma cervinum,"",5.5
notchlip redhorse,1000477,Moxostoma collapsum,N,Moxostoma collapsum,"",201946,exact match,Species,Moxostoma collapsum,"(Cope, 1870)","Moxostoma collapsum (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,Moxostoma collapsum,"",5.5
gray redhorse,1000478,Moxostoma congestum,N,Moxostoma congestum,"",163931,exact match,Species,Moxostoma congestum,"(Baird and Girard, 1854)","Moxostoma congestum (Baird and Girard, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,Moxostoma congestum,"",5.5
black redhorse,1000479,Moxostoma duquesnii,N,Moxostoma duquesnii,"",553274,exact match,Species,Moxostoma duquesnii,"(Lesueur, 1817)","Moxostoma duquesnii (Lesueur, 1817)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,Moxostoma duquesnii,"",5.5
golden redhorse,1000480,Moxostoma erythrurum,N,Moxostoma erythrurum,"",163939,exact match,Species,Moxostoma erythrurum,"(Rafinesque, 1818)","Moxostoma erythrurum (Rafinesque, 1818)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,Moxostoma erythrurum,"",5.5
greater jumprock,1000483,Moxostoma lachneri,N,Moxostoma lachneri,"",163942,exact match,Species,Moxostoma lachneri,"Robins and Raney, 1956","Moxostoma lachneri Robins and Raney, 1956",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Catostominae,Moxostoma,Moxostoma lachneri,"",5.5
